hs2022,hs2017,relationship
821191,821191,1:1
821192,821192,1:1
821193,821193,1:1
821194,821194,1:1
821195,821195,1:1
821210,821210,1:1
821220,821220,1:1
821290,821290,1:1
821300,821300,1:1
821410,821410,1:1
821420,821420,1:1
821490,821490,1:1
821510,821510,1:1
821520,821520,1:1
821591,821591,1:1
821599,821599,1:1
830110,830110,1:1
830120,830120,1:1
830130,830130,1:1
830140,830140,1:1
830150,830150,1:1
830160,830160,1:1
830170,830170,1:1
830210,830210,1:1
830220,830220,1:1
830230,830230,1:1
830241,830241,1:1
830242,830242,1:1
830249,830249,1:1
830250,830250,1:1
830260,830260,1:1
830300,830300,1:1
830400,830400,1:1
830510,830510,1:1
830520,830520,1:1
830590,830590,1:1
830610,830610,1:1
830621,830621,1:1
830629,830629,1:1
830630,830630,1:1
830710,830710,1:1
830790,830790,1:1
830810,830810,1:1
830820,830820,1:1
830890,830890,1:1
830910,830910,1:1
830990,830990,1:1
831000,831000,1:1
831110,831110,1:1
831120,831120,1:1
831130,831130,1:1
831190,831190,1:1
840110,840110,n:1
840120,840120,n:1
840130,840130,n:1
840140,840140,n:1
840211,840211,n:1
840212,840212,n:1
840219,840219,n:1
840220,840220,n:1
840290,840290,n:1
840310,840310,n:1
840390,840390,n:1
840410,840410,n:1
840420,840420,n:1
840490,840490,n:1
840510,840510,n:1
840590,840590,n:1
840610,840610,n:1
840681,840681,n:1
840682,840682,n:1
840690,840690,n:1
840710,840710,n:1
840721,840721,n:1
840729,840729,n:1
840731,840731,n:1
840732,840732,n:1
840733,840733,n:1
840734,840734,n:1
840790,840790,n:1
840810,840810,n:1
840820,840820,n:1
840890,840890,n:1
840910,840910,n:1
840991,840991,n:1
840999,840999,n:1
841011,841011,n:1
841012,841012,n:1
841013,841013,n:1
841090,841090,n:1
841111,841111,n:1
841112,841112,n:1
841121,841121,n:1
841122,841122,n:1
841181,841181,n:1
841182,841182,n:1
841191,841191,n:1
841199,841199,n:1
841210,841210,n:1
841221,841221,n:1
841229,841229,n:1
841231,841231,n:1
841239,841239,n:1
841280,841280,n:1
841290,841290,n:1
841311,841311,n:1
841319,841319,n:1
841320,841320,n:1
841330,841330,n:1
841340,841340,n:1
841350,841350,n:1
841360,841360,n:1
841370,841370,n:1
841381,841381,n:1
841382,841382,n:1
841391,841391,n:1
841392,841392,n:1
841410,841410,n:1
841420,841420,n:1
841430,841430,n:1
841440,841440,n:1
841451,841451,n:1
841459,841459,n:1
841460,841460,n:1
841470,841460,n:n
841470,841480,n:n
841470,842139,n:n
841480,841480,n:1
841490,841490,n:n
841490,842199,n:n
841510,841510,n:1
841520,841520,n:1
841581,841581,n:1
841582,841582,n:1
841583,841583,n:1
841590,841590,n:1
841610,841610,n:1
841620,841620,n:1
841630,841630,n:1
841690,841690,n:1
841710,841710,n:1
841720,841720,n:1
841780,841780,n:1
841790,841790,n:1
841810,841810,n:n
841810,841850,n:n
841821,841821,n:1
841829,841829,n:1
841830,841830,n:1
841840,841840,n:1
841850,841850,n:1
841861,841861,n:1
841869,841869,n:1
841891,841891,n:1
841899,841899,n:1
841911,841911,n:1
841912,841919,n:1
841919,841919,n:1
841920,841920,n:1
841933,841931,n:n
841933,841932,n:n
841933,841939,n:n
841934,841931,n:1
841935,841932,n:1
841939,841939,n:1
841940,841940,n:1
841950,841950,n:1
841960,841960,n:1
841981,841981,n:1
841989,841989,n:1
841990,841990,n:1
842010,842010,n:1
842091,842091,n:1
842099,842099,n:1
842111,842111,n:1
842112,842112,n:1
842119,842119,n:1
842121,842121,n:1
842122,842122,n:1
842123,842123,n:1
842129,842129,n:1
842131,842131,n:1
842132,842139,n:1
842139,842139,n:1
842191,842191,n:1
842199,842199,n:1
842211,842211,n:1
842219,842219,n:1
842220,842220,n:1
842230,842230,n:1
842240,842240,n:1
842290,842290,n:1
842310,842310,n:1
842320,842320,n:1
842330,842330,n:1
842381,842381,n:1
842382,842382,n:1
842389,842389,n:1
842390,842390,n:1
842410,842410,n:1
842420,842420,n:1
842430,842430,n:1
842441,842441,n:1
842449,842449,n:1
842482,842482,n:1
842489,842489,n:1
842490,842490,n:1
842511,842511,n:1
842519,842519,n:1
842531,842531,n:1
842539,842539,n:1
842541,842541,n:1
842542,842542,n:1
842549,842549,n:1
842611,842611,n:1
842612,842612,n:1
842619,842619,n:1
842620,842620,n:1
842630,842630,n:1
842641,842641,n:1
842649,842649,n:1
842691,842691,n:1
842699,842699,n:1
842710,842710,n:1
842720,842720,n:1
842790,842790,n:1
842810,842810,n:1
842820,842820,n:1
842831,842831,n:1
842832,842832,n:1
842833,842833,n:1
842839,842839,n:1
842840,842840,n:1
842860,842860,n:1
842870,842890,n:1
842890,842890,n:1
842911,842911,n:1
842919,842919,n:1
842920,842920,n:1
842930,842930,n:1
842940,842940,n:1
842951,842951,n:1
842952,842952,n:1
842959,842959,n:1
843010,843010,n:1
843020,843020,n:1
843031,843031,n:1
843039,843039,n:1
843041,843041,n:1
843049,843049,n:1
843050,843050,n:1
843061,843061,n:1
843069,843069,n:1
843110,843110,n:1
843120,843120,n:1
843131,843131,n:1
843139,843139,n:1
843141,843141,n:1
843142,843142,n:1
843143,843143,n:1
843149,843149,n:1
843210,843210,n:1
843221,843221,n:1
843229,843229,n:1
843231,843231,n:1
843239,843239,n:1
843241,843241,n:1
843242,843242,n:1
843280,843280,n:1
843290,843290,n:1
843311,843311,n:1
843319,843319,n:1
843320,843320,n:1
843330,843330,n:1
843340,843340,n:1
843351,843351,n:1
843352,843352,n:1
843353,843353,n:1
843359,843359,n:1
843360,843360,n:1
843390,843390,n:1
843410,843410,n:1
843420,843420,n:1
843490,843490,n:1
843510,843510,n:1
843590,843590,n:1
843610,843610,n:1
843621,843621,n:1
843629,843629,n:1
843680,843680,n:1
843691,843691,n:1
843699,843699,n:1
843710,843710,n:1
843780,843780,n:1
843790,843790,n:1
843810,843810,n:1
843820,843820,n:1
843830,843830,n:1
843840,843840,n:1
843850,843850,n:1
843860,843860,n:1
843880,843880,n:1
843890,843890,n:1
843910,843910,n:1
843920,843920,n:1
843930,843930,n:1
843991,843991,n:1
843999,843999,n:1
844010,844010,n:1
844090,844090,n:1
844110,844110,n:1
844120,844120,n:1
844130,844130,n:1
844140,844140,n:1
844180,844180,n:1
844190,844190,n:1
844230,844230,n:1
844240,844240,n:1
844250,844250,n:1
844311,844311,n:1
844312,844312,n:1
844313,844313,n:1
844314,844314,n:1
844315,844315,n:1
844316,844316,n:1
844317,844317,n:1
844319,844319,n:1
844331,844331,n:1
844332,844332,n:1
844339,844339,n:1
844391,844391,n:1
844399,844399,n:1
844400,844400,n:1
844511,844511,n:1
844512,844512,n:1
844513,844513,n:1
844519,844519,n:1
844520,844520,n:1
844530,844530,n:1
844540,844540,n:1
844590,844590,n:1
844610,844610,n:1
844621,844621,n:1
844629,844629,n:1
844630,844630,n:1
844711,844711,n:1
844712,844712,n:1
844720,844720,n:1
844790,844790,n:1
844811,844811,n:1
844819,844819,n:1
844820,844820,n:1
844831,844831,n:1
844832,844832,n:1
844833,844833,n:1
844839,844839,n:1
844842,844842,n:1
844849,844849,n:1
844851,844851,n:1
844859,844859,n:1
844900,844900,n:1
845011,845011,n:1
845012,845012,n:1
845019,845019,n:1
845020,845020,n:1
845090,845090,n:1
845110,845110,n:1
845121,845121,n:1
845129,845129,n:1
845130,845130,n:1
845140,845140,n:1
845150,845150,n:1
845180,845180,n:1
845190,845190,n:1
845210,845210,n:1
845221,845221,n:1
845229,845229,n:1
845230,845230,n:1
845290,845290,n:1
845310,845310,n:1
845320,845320,n:1
845380,845380,n:1
845390,845390,n:1
845410,845410,n:1
845420,845420,n:1
845430,845430,n:1
845490,845490,n:1
845510,845510,n:1
845521,845521,n:1
845522,845522,n:1
845530,845530,n:1
845590,845590,n:1
845611,845611,n:1
845612,845612,n:1
845620,845620,n:1
845630,845630,n:1
845640,845640,n:1
845650,845650,n:1
845690,845690,n:1
845710,845710,n:1
845720,845720,n:1
845730,845730,n:1
845811,845811,n:1
845819,845819,n:1
845891,845891,n:1
845899,845899,n:1
845910,845910,n:1
845921,845921,n:1
845929,845929,n:1
845931,845931,n:1
845939,845939,n:1
845941,845941,n:1
845949,845949,n:1
845951,845951,n:1
845959,845959,n:1
845961,845961,n:1
845969,845969,n:1
845970,845970,n:1
846012,846012,n:1
846019,846019,n:1
846022,846022,n:1
846023,846023,n:1
846024,846024,n:1
846029,846029,n:1
846031,846031,n:1
846039,846039,n:1
846040,846040,n:1
846090,846090,n:1
846120,846120,n:1
846130,846130,n:1
846140,846140,n:1
846150,846150,n:1
846190,846190,n:1
846211,846210,n:1
846219,846210,n:1
846222,846221,n:n
846222,846229,n:n
846223,846221,n:1
846224,846221,n:1
846225,846221,n:1
846226,846221,n:1
846229,846221,n:n
846229,846229,n:n
846232,846231,n:n
846232,846239,n:n
846233,846231,n:1
846239,846239,n:1
846242,846241,n:n
846242,846299,n:n
846249,846249,n:n
846249,846299,n:n
846251,846210,n:n
846251,846221,n:n
846251,846231,n:n
846251,846241,n:n
846259,846210,n:n
846259,846229,n:n
846259,846239,n:n
846259,846249,n:n
846261,846210,n:n
846261,846221,n:n
846261,846229,n:n
846261,846231,n:n
846261,846239,n:n
846261,846241,n:n
846261,846249,n:n
846261,846291,n:n
846262,846210,n:n
846262,846221,n:n
846262,846229,n:n
846262,846231,n:n
846262,846239,n:n
846262,846241,n:n
846262,846249,n:n
846262,846299,n:n
846263,846210,n:n
846263,846221,n:n
846263,846229,n:n
846263,846231,n:n
846263,846239,n:n
846263,846241,n:n
846263,846249,n:n
846263,846299,n:n
846269,846210,n:n
846269,846221,n:n
846269,846229,n:n
846269,846231,n:n
846269,846239,n:n
846269,846241,n:n
846269,846249,n:n
846269,846299,n:n
846290,846210,n:n
846290,846221,n:n
846290,846229,n:n
846290,846231,n:n
846290,846239,n:n
846290,846241,n:n
846290,846249,n:n
846290,846291,n:n
846290,846299,n:n
846310,846310,n:1
846320,846320,n:1
846330,846330,n:1
846390,846390,n:1
846410,846410,n:1
846420,846420,n:1
846490,846490,n:1
846510,846510,n:1
846520,846520,n:1
846591,846591,n:1
846592,846592,n:1
846593,846593,n:1
846594,846594,n:1
846595,846595,n:1
846596,846596,n:1
846599,846599,n:1
846610,846610,n:1
846620,846620,n:1
846630,846630,n:1
846691,846691,n:1
846692,846692,n:1
846693,846693,n:1
846694,846694,n:1
846711,846711,n:1
846719,846719,n:1
846721,846721,n:1
846722,846722,n:1
846729,846729,n:1
846781,846781,n:1
846789,846789,n:1
846791,846791,n:1
846792,846792,n:1
846799,846799,n:1
846810,846810,n:1
846820,846820,n:1
846880,846880,n:1
846890,846890,n:1
847010,847010,n:1
847021,847021,n:1
847029,847029,n:1
847030,847030,n:1
847050,847050,n:1
847090,847090,n:1
847130,847130,n:1
847141,847141,n:1
847149,847149,n:1
847150,847150,n:1
847160,847160,n:1
847170,847170,n:1
847180,847180,n:1
847190,847190,n:1
847210,847210,n:1
847230,847230,n:1
847290,847290,n:1
847321,847321,n:1
847329,847329,n:1
847330,847330,n:1
847340,847340,n:1
847350,847350,n:1
847410,847410,n:1
847420,847420,n:1
847431,847431,n:1
847432,847432,n:1
847439,847439,n:1
847480,847480,n:1
847490,847490,n:1
847510,847510,n:1
847521,847521,n:1
847529,847529,n:1
847590,847590,n:1
847621,847621,n:1
847629,847629,n:1
847681,847681,n:1
847689,847689,n:1
847690,847690,n:1
847710,847710,n:1
847720,847720,n:1
847730,847730,n:1
847740,847740,n:1
847751,847751,n:1
847759,847759,n:1
847780,847780,n:1
847790,847790,n:1
847810,847810,n:1
847890,847890,n:1
847910,847910,n:1
847920,843880,n:n
847920,847920,n:n
847930,847930,n:1
847940,847940,n:1
847950,847950,n:1
847960,847960,n:1
847971,847971,n:1
847979,847979,n:1
847981,847981,n:1
847982,847982,n:1
847983,847981,n:n
847983,847989,n:n
847989,847989,n:1
847990,847990,n:1
848010,848010,n:1
848020,848020,n:1
848030,848030,n:1
848041,848041,n:1
848049,848049,n:1
848050,848050,n:1
848060,848060,n:1
848071,848071,n:1
848079,848079,n:1
848110,848110,n:1
848120,848120,n:1
848130,848130,n:1
848140,848140,n:1
848180,848180,n:1
848190,848190,n:1
848210,848210,n:1
848220,848220,n:1
848230,848230,n:1
848240,848240,n:1
848250,848250,n:1
848280,848280,n:1
848291,848291,n:1
848299,848299,n:1
848310,848310,n:1
848320,848320,n:1
848330,848330,n:1
848340,848340,n:1
848350,848350,n:1
848360,848360,n:1
848390,848390,n:1
848410,848410,n:1
848420,848420,n:1
848490,848490,n:1
848510,846390,n:1
848520,847780,n:1
848530,847529,n:n
848530,847989,n:n
848580,844180,n:n
848580,846599,n:n
848580,847989,n:n
848590,846694,n:n
848590,847590,n:n
848590,847790,n:n
848590,847990,n:n
848610,848610,n:1
848620,848620,n:1
848630,848630,n:1
848640,848640,n:1
848690,848690,n:1
848710,848710,n:1
848790,848790,n:1
850110,850110,n:1
850120,850120,n:1
850131,850131,n:1
850132,850132,n:1
850133,850133,n:1
850134,850134,n:1
850140,850140,n:1
850151,850151,n:1
850152,850152,n:1
850153,850153,n:1
850161,850161,n:1
850162,850162,n:1
850163,850163,n:1
850164,850164,n:1
850171,850131,n:1
850172,850131,n:n
850172,850132,n:n
850172,850133,n:n
850172,850134,n:n
850180,850161,n:n
850180,850162,n:n
850180,850163,n:n
850180,850164,n:n
850211,850211,n:1
850212,850212,n:1
850213,850213,n:1
850220,850220,n:1
850231,850231,n:1
850239,850239,n:1
850240,850240,n:1
850300,850300,n:1
850410,850410,n:1
850421,850421,n:1
850422,850422,n:1
850423,850423,n:1
850431,850431,n:1
850432,850432,n:1
850433,850433,n:1
850434,850434,n:1
850440,850440,n:1
850450,850450,n:1
850490,850490,n:1
850511,850511,n:1
850519,850519,n:1
850520,850520,n:1
850590,850590,n:1
850610,850610,n:1
850630,850630,n:1
850640,850640,n:1
850650,850650,n:1
850660,850660,n:1
850680,850680,n:1
850690,850690,n:1
850710,850710,n:1
850720,850720,n:1
850730,850730,n:1
850750,850750,n:1
850760,850760,n:1
850780,850740,n:n
850780,850780,n:n
850790,850790,n:1
850811,850811,n:1
850819,850819,n:1
850860,850860,n:1
850870,850870,n:1
850940,850940,n:1
850980,850980,n:1
850990,850990,n:1
851010,851010,n:1
851020,851020,n:1
851030,851030,n:1
851090,851090,n:1
851110,851110,n:1
851120,851120,n:1
851130,851130,n:1
851140,851140,n:1
851150,851150,n:1
851180,851180,n:1
851190,851190,n:1
851210,851210,n:1
851220,851220,n:1
851230,851230,n:1
851240,851240,n:1
851290,851290,n:1
851310,851310,n:1
851390,851390,n:1
851411,851410,n:1
851419,851410,n:1
851420,851420,n:1
851431,851430,n:1
851432,851430,n:1
851439,851430,n:1
851440,851440,n:1
851490,851490,n:1
851511,851511,n:1
851519,851519,n:1
851521,851521,n:1
851529,851529,n:1
851531,851531,n:1
851539,851539,n:1
851580,851580,n:1
851590,851590,n:1
851610,851610,n:1
851621,851621,n:1
851629,851629,n:1
851631,851631,n:1
851632,851632,n:1
851633,851633,n:1
851640,851640,n:1
851650,851650,n:1
851660,851660,n:1
851671,851671,n:1
851672,851672,n:1
851679,851679,n:1
851680,851680,n:1
851690,851690,n:1
851711,851711,n:1
851713,851712,n:1
851714,851712,n:1
851718,851718,n:1
851761,851761,n:1
851762,851762,n:1
851769,851769,n:1
851771,851770,n:1
851779,851770,n:1
851810,851810,n:1
851821,851821,n:1
851822,851822,n:1
851829,851829,n:1
851830,851830,n:1
851840,851840,n:1
851850,851850,n:1
851890,851890,n:1
851920,851920,n:1
851930,851930,n:1
851981,851950,n:n
851981,851981,n:n
851989,851989,n:1
852110,852110,n:1
852190,852190,n:1
852210,852210,n:1
852290,852290,n:1
852321,852321,n:1
852329,852329,n:1
852341,852341,n:1
852349,852349,n:1
852351,852351,n:1
852352,852352,n:1
852359,852359,n:1
852380,852380,n:1
852411,841311,n:n
852411,841319,n:n
852411,841320,n:n
852411,841330,n:n
852411,841340,n:n
852411,841350,n:n
852411,841360,n:n
852411,841370,n:n
852411,841381,n:n
852411,841382,n:n
852411,841391,n:n
852411,841392,n:n
852411,841410,n:n
852411,841420,n:n
852411,841430,n:n
852411,841440,n:n
852411,841451,n:n
852411,841459,n:n
852411,841460,n:n
852411,841480,n:n
852411,841490,n:n
852411,841510,n:n
852411,841520,n:n
852411,841581,n:n
852411,841582,n:n
852411,841583,n:n
852411,841590,n:n
852411,841710,n:n
852411,841720,n:n
852411,841780,n:n
852411,841790,n:n
852411,841810,n:n
852411,841821,n:n
852411,841829,n:n
852411,841830,n:n
852411,841840,n:n
852411,841850,n:n
852411,841861,n:n
852411,841869,n:n
852411,841891,n:n
852411,841899,n:n
852411,841911,n:n
852411,841919,n:n
852411,841920,n:n
852411,841931,n:n
852411,841932,n:n
852411,841939,n:n
852411,841940,n:n
852411,841950,n:n
852411,841960,n:n
852411,841981,n:n
852411,841989,n:n
852411,841990,n:n
852411,842111,n:n
852411,842112,n:n
852411,842119,n:n
852411,842121,n:n
852411,842122,n:n
852411,842123,n:n
852411,842129,n:n
852411,842131,n:n
852411,842139,n:n
852411,842191,n:n
852411,842199,n:n
852411,842211,n:n
852411,842219,n:n
852411,842220,n:n
852411,842230,n:n
852411,842240,n:n
852411,842290,n:n
852411,842310,n:n
852411,842320,n:n
852411,842330,n:n
852411,842381,n:n
852411,842382,n:n
852411,842389,n:n
852411,842390,n:n
852411,842410,n:n
852411,842420,n:n
852411,842430,n:n
852411,842441,n:n
852411,842449,n:n
852411,842482,n:n
852411,842489,n:n
852411,842490,n:n
852411,843110,n:n
852411,843120,n:n
852411,843131,n:n
852411,843139,n:n
852411,843141,n:n
852411,843142,n:n
852411,843143,n:n
852411,843149,n:n
852411,843610,n:n
852411,843621,n:n
852411,843629,n:n
852411,843680,n:n
852411,843691,n:n
852411,843699,n:n
852411,843810,n:n
852411,843820,n:n
852411,843830,n:n
852411,843840,n:n
852411,843850,n:n
852411,843860,n:n
852411,843880,n:n
852411,843890,n:n
852411,844110,n:n
852411,844120,n:n
852411,844130,n:n
852411,844140,n:n
852411,844180,n:n
852411,844190,n:n
852411,844311,n:n
852411,844312,n:n
852411,844313,n:n
852411,844314,n:n
852411,844315,n:n
852411,844316,n:n
852411,844317,n:n
852411,844319,n:n
852411,844331,n:n
852411,844332,n:n
852411,844339,n:n
852411,844391,n:n
852411,844399,n:n
852411,844811,n:n
852411,844819,n:n
852411,844820,n:n
852411,844831,n:n
852411,844832,n:n
852411,844833,n:n
852411,844839,n:n
852411,844842,n:n
852411,844849,n:n
852411,844851,n:n
852411,844859,n:n
852411,845011,n:n
852411,845012,n:n
852411,845019,n:n
852411,845020,n:n
852411,845090,n:n
852411,845110,n:n
852411,845121,n:n
852411,845129,n:n
852411,845130,n:n
852411,845140,n:n
852411,845150,n:n
852411,845180,n:n
852411,845190,n:n
852411,845210,n:n
852411,845221,n:n
852411,845229,n:n
852411,845230,n:n
852411,845290,n:n
852411,846610,n:n
852411,846620,n:n
852411,846630,n:n
852411,846691,n:n
852411,846692,n:n
852411,846693,n:n
852411,846694,n:n
852411,847321,n:n
852411,847329,n:n
852411,847330,n:n
852411,847340,n:n
852411,847350,n:n
852411,847510,n:n
852411,847521,n:n
852411,847529,n:n
852411,847590,n:n
852411,847621,n:n
852411,847629,n:n
852411,847681,n:n
852411,847689,n:n
852411,847690,n:n
852411,847710,n:n
852411,847720,n:n
852411,847730,n:n
852411,847740,n:n
852411,847751,n:n
852411,847759,n:n
852411,847780,n:n
852411,847790,n:n
852411,847810,n:n
852411,847890,n:n
852411,847910,n:n
852411,847920,n:n
852411,847930,n:n
852411,847940,n:n
852411,847950,n:n
852411,847960,n:n
852411,847971,n:n
852411,847979,n:n
852411,847981,n:n
852411,847982,n:n
852411,847989,n:n
852411,847990,n:n
852411,848610,n:n
852411,848620,n:n
852411,848630,n:n
852411,848640,n:n
852411,848690,n:n
852411,850300,n:n
852411,850410,n:n
852411,850421,n:n
852411,850422,n:n
852411,850423,n:n
852411,850431,n:n
852411,850432,n:n
852411,850433,n:n
852411,850434,n:n
852411,850440,n:n
852411,850450,n:n
852411,850490,n:n
852411,850811,n:n
852411,850819,n:n
852411,850860,n:n
852411,850870,n:n
852411,850940,n:n
852411,850980,n:n
852411,850990,n:n
852411,851010,n:n
852411,851020,n:n
852411,851030,n:n
852411,851090,n:n
852411,851210,n:n
852411,851220,n:n
852411,851230,n:n
852411,851240,n:n
852411,851290,n:n
852411,851410,n:n
852411,851420,n:n
852411,851430,n:n
852411,851440,n:n
852411,851490,n:n
852411,851610,n:n
852411,851621,n:n
852411,851629,n:n
852411,851631,n:n
852411,851632,n:n
852411,851633,n:n
852411,851640,n:n
852411,851650,n:n
852411,851660,n:n
852411,851671,n:n
852411,851672,n:n
852411,851679,n:n
852411,851680,n:n
852411,851690,n:n
852411,851711,n:n
852411,851712,n:n
852411,851718,n:n
852411,851761,n:n
852411,851762,n:n
852411,851769,n:n
852411,851770,n:n
852411,851810,n:n
852411,851821,n:n
852411,851822,n:n
852411,851829,n:n
852411,851830,n:n
852411,851840,n:n
852411,851850,n:n
852411,851890,n:n
852411,852210,n:n
852411,852290,n:n
852411,852910,n:n
852411,852990,n:n
852411,853010,n:n
852411,853080,n:n
852411,853090,n:n
852411,853110,n:n
852411,853120,n:n
852411,853180,n:n
852411,853190,n:n
852411,853810,n:n
852411,853890,n:n
852411,854310,n:n
852411,854320,n:n
852411,854330,n:n
852411,854370,n:n
852411,854390,n:n
852411,854810,n:n
852411,854890,n:n
852411,860711,n:n
852411,860712,n:n
852411,860719,n:n
852411,860721,n:n
852411,860729,n:n
852411,860730,n:n
852411,860791,n:n
852411,860799,n:n
852411,870810,n:n
852411,870821,n:n
852411,870829,n:n
852411,870830,n:n
852411,870840,n:n
852411,870850,n:n
852411,870870,n:n
852411,870880,n:n
